commit,query_key,question_id,db_id,label_binary,sql
1a537e0,student_club::qid::1339,1339,student_club,0,"SELECT
  AVG(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.last_name = 'Allen'
  AND T1.first_name = 'Elijah'
  AND (
    SUBSTR(T2.expense_date, 6, 2) = '09'
    OR SUBSTR(T2.expense_date, 6, 2) = '10'
  )"
1a537e0,student_club::qid::1340,1340,student_club,0,"SELECT
  SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2019' THEN T2.spent ELSE 0 END) - SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2020' THEN T2.spent ELSE 0 END) AS num
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event"
1a537e0,student_club::qid::1344,1344,student_club,0,"SELECT
  notes
FROM income
WHERE
  source = 'Fundraising' AND date_received = '2019-09-14'"
1a537e0,student_club::qid::1346,1346,student_club,0,"SELECT
  phone
FROM member
WHERE
  first_name = 'Carlo' AND last_name = 'Jacobs'"
1a537e0,student_club::qid::1350,1350,student_club,0,"SELECT
  T1.event_status
FROM budget AS T1
INNER JOIN expense AS T2
  ON T1.budget_id = T2.link_to_budget
WHERE
  T2.expense_description = 'Post Cards, Posters'
  AND T2.expense_date = '2019-08-20'"
1a537e0,student_club::qid::1351,1351,student_club,0,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Brent' AND T1.last_name = 'Thomason'"
1a537e0,student_club::qid::1352,1352,student_club,0,"SELECT
  COUNT(T1.member_id)
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.major_name = 'Business' AND T1.t_shirt_size = 'Medium'"
1a537e0,student_club::qid::1356,1356,student_club,0,"SELECT
  T2.department
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.position = 'President'"
1a537e0,student_club::qid::1357,1357,student_club,0,"SELECT
  T2.date_received
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Connor'
  AND T1.last_name = 'Hilton'
  AND T2.source = 'Dues'"
1a537e0,student_club::qid::1359,1359,student_club,0,"SELECT
  CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END)
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement' AND T2.type = 'Meeting'"
1a537e0,student_club::qid::1361,1361,student_club,0,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_description = 'Pizza'"
1a537e0,student_club::qid::1368,1368,student_club,0,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.phone = '809-555-3360'"
1a537e0,student_club::qid::1371,1371,student_club,0,"SELECT
  COUNT(T2.link_to_member)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.event_name = 'Women''s Soccer'"
1a537e0,student_club::qid::1375,1375,student_club,0,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.department = 'School of Applied Sciences, Technology and Education'"
1a537e0,student_club::qid::1376,1376,student_club,0,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T2.status = 'Closed'
ORDER BY
  T1.spent / T1.amount DESC
LIMIT 1"
1a537e0,student_club::qid::1378,1378,student_club,0,"SELECT
  MAX(spent)
FROM budget"
1a537e0,student_club::qid::1380,1380,student_club,0,SELECT SUM(spent) FROM budget WHERE category = 'Food'
1a537e0,student_club::qid::1381,1381,student_club,0,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
GROUP BY
  T2.link_to_member
HAVING
  COUNT(T2.link_to_event) > 7"
1a537e0,student_club::qid::1387,1387,student_club,0,"SELECT
  T4.first_name,
  T4.last_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
INNER JOIN member AS T4
  ON T3.link_to_member = T4.member_id
WHERE
  T1.event_name = 'Yearly Kickoff'"
1a537e0,student_club::qid::1389,1389,student_club,0,"SELECT
  T1.event_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
ORDER BY
  T3.cost
LIMIT 1"
1a537e0,student_club::qid::1390,1390,student_club,0,"SELECT
  CAST(SUM(CASE WHEN T1.event_name = 'Yearly Kickoff' THEN T3.cost ELSE 0 END) AS DOUBLE) * 100 / SUM(T3.cost)
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget"
1a537e0,student_club::qid::1392,1392,student_club,0,"SELECT
  source
FROM income
WHERE
  date_received BETWEEN '2019-09-01' AND '2019-09-30'
ORDER BY
  source DESC
LIMIT 1"
1a537e0,student_club::qid::1394,1394,student_club,0,"SELECT
  COUNT(T2.member_id)
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T1.major_name = 'Physics Teaching'"
1a537e0,student_club::qid::1398,1398,student_club,0,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement'
ORDER BY
  T1.spent DESC
LIMIT 1"
1a537e0,student_club::qid::1399,1399,student_club,0,"SELECT
  CASE WHEN T3.event_name = 'Women''s Soccer' THEN 'YES' END AS result
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
INNER JOIN event AS T3
  ON T2.link_to_event = T3.event_id
WHERE
  T1.first_name = 'Maya' AND T1.last_name = 'Mclean'"
1a537e0,student_club::qid::1401,1401,student_club,0,"SELECT
  T3.cost
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'September Speaker'
  AND T3.expense_description = 'Posters'"
1a537e0,student_club::qid::1403,1403,student_club,0,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T2.event_id = T1.link_to_event
WHERE
  T1.event_status = 'Closed' AND T1.remaining < 0
ORDER BY
  T1.remaining
LIMIT 1"
1a537e0,student_club::qid::1404,1404,student_club,0,"SELECT T1.type, SUM(T3.cost) AS total_cost FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'October Meeting' GROUP BY T1.type"
1a537e0,student_club::qid::1405,1405,student_club,0,"SELECT T2.category, SUM(T2.amount) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'April Speaker' GROUP BY T2.category ORDER BY SUM(T2.amount) ASC"
1a537e0,student_club::qid::1409,1409,student_club,0,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_date = '2019-08-20'"
1a537e0,student_club::qid::1410,1410,student_club,0,"SELECT
  T1.first_name,
  T1.last_name,
  SUM(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.member_id = 'rec4BLdZHS2Blfp4v'"
1a537e0,student_club::qid::1411,1411,student_club,0,"SELECT
  T2.expense_description
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Sacha' AND T1.last_name = 'Harrison'"
1a537e0,student_club::qid::1422,1422,student_club,0,"SELECT DISTINCT
  T2.category
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215'"
1a537e0,student_club::qid::1426,1426,student_club,0,"SELECT
  T2.last_name,
  T1.department,
  T1.college
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T2.position = 'Member' AND T1.major_name = 'Environmental Engineering'"
1a537e0,student_club::qid::1427,1427,student_club,0,"SELECT DISTINCT
  T2.category,
  T1.type
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'"
1a537e0,student_club::qid::1432,1432,student_club,0,"SELECT
  CAST(SUM(CASE WHEN T2.amount = 50 THEN 1.0 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T2.income_id)
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Member' AND T1.t_shirt_size = 'Medium'"
1a537e0,student_club::qid::1435,1435,student_club,0,"SELECT DISTINCT
  event_name
FROM event
WHERE
  type = 'Game'
  AND DATE(SUBSTR(event_date, 1, 10)) BETWEEN '2019-03-15' AND '2020-03-20'
  AND status = 'Closed'"
1a537e0,student_club::qid::1457,1457,student_club,0,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T3.phone
FROM expense AS T1
INNER JOIN budget AS T2
  ON T1.link_to_budget = T2.budget_id
INNER JOIN member AS T3
  ON T3.member_id = T1.link_to_member
WHERE
  T1.cost > (
    SELECT
      AVG(T1.cost)
    FROM expense AS T1
    INNER JOIN budget AS T2
      ON T1.link_to_budget = T2.budget_id
    INNER JOIN member AS T3
      ON T3.member_id = T1.link_to_member
  )"
1a537e0,student_club::qid::1460,1460,student_club,0,"SELECT
  T2.first_name,
  T2.last_name,
  T1.cost
FROM expense AS T1
INNER JOIN member AS T2
  ON T1.link_to_member = T2.member_id
WHERE
  T1.expense_description = 'Water, Veggie tray, supplies'"
1a537e0,student_club::qid::1464,1464,student_club,0,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T4.amount
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T3.member_id = T2.link_to_member
INNER JOIN income AS T4
  ON T4.link_to_member = T3.member_id
WHERE
  T4.date_received = '2019-09-09'"
1a537e0,thrombosis_prediction::qid::1149,1149,thrombosis_prediction,0,"SELECT
  CAST(SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN Admission = '-' THEN 1 ELSE 0 END)
FROM Patient
WHERE
  SEX = 'M'"
1a537e0,thrombosis_prediction::qid::1152,1152,thrombosis_prediction,0,"SELECT
  SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) / SUM(CASE WHEN Admission = '-' THEN 1 ELSE 0 END)
FROM Patient
WHERE
  Diagnosis = 'SLE'"
1a537e0,thrombosis_prediction::qid::1153,1153,thrombosis_prediction,0,"SELECT
  T1.Diagnosis,
  T2.Date
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.ID = 30609"
1a537e0,thrombosis_prediction::qid::1157,1157,thrombosis_prediction,0,"SELECT DISTINCT
  T1.ID,
  T1.SEX,
  T1.Diagnosis
FROM Patient AS T1
INNER JOIN Examination AS T2
  ON T1.ID = T2.ID
WHERE
  T2.Thrombosis = 2"
1a537e0,thrombosis_prediction::qid::1166,1166,thrombosis_prediction,0,"SELECT
  T2.Symptoms,
  T1.Diagnosis
FROM Patient AS T1
INNER JOIN Examination AS T2
  ON T1.ID = T2.ID
WHERE
  NOT T2.Symptoms IS NULL
ORDER BY
  T1.Birthday DESC
LIMIT 1"
1a537e0,thrombosis_prediction::qid::1195,1195,thrombosis_prediction,0,"SELECT
  AVG(T2.ALB)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.PLT > 400 AND T1.Diagnosis = 'SLE' AND T1.SEX = 'F'"
1a537e0,thrombosis_prediction::qid::1198,1198,thrombosis_prediction,0,"SELECT
  COUNT(ID)
FROM Patient
WHERE
  SEX = 'F' AND Diagnosis = 'APS'"
1a537e0,thrombosis_prediction::qid::1205,1205,thrombosis_prediction,0,"SELECT
  CASE
    WHEN (
      T1.SEX = 'F' AND T2.UA > 6.5
    )
    OR (
      T1.SEX = 'M' AND T2.UA > 8.0
    )
    THEN TRUE
    ELSE FALSE
  END
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.ID = 57266"
1a537e0,thrombosis_prediction::qid::1208,1208,thrombosis_prediction,0,"SELECT DISTINCT
  T1.ID
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.SEX = 'M' AND T2.GPT >= 60"
1a537e0,thrombosis_prediction::qid::1252,1252,thrombosis_prediction,0,"SELECT
  COUNT(T1.ID)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
INNER JOIN Examination AS T3
  ON T3.ID = T2.ID
WHERE
  T2.IGG BETWEEN 900 AND 2000 AND NOT T3.Symptoms IS NULL"
1a537e0,thrombosis_prediction::qid::1267,1267,thrombosis_prediction,0,"SELECT
  COUNT(T1.ID)
FROM Examination AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.SM IN ('negative', '0') AND T1.Thrombosis = 0"
1a537e0,thrombosis_prediction::qid::1275,1275,thrombosis_prediction,0,"SELECT
  COUNT(DISTINCT T1.ID)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.CENTROMEA IN ('negative', '0')
  AND T2.SSB IN ('negative', '0')
  AND T1.SEX = 'M'"
1a537e0,thrombosis_prediction::qid::1302,1302,thrombosis_prediction,0,"SELECT
  COUNT(T1.ID)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
INNER JOIN Examination AS T3
  ON T1.ID = T3.ID
WHERE
  T2.CPK < 250
  AND (
    T3.KCT = '+' OR T3.RVVT = '+' OR T3.LAC = '+'
  )"
1a537e0,formula_1::qid::846,846,formula_1,0,"SELECT
  T2.driverRef
FROM qualifying AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 20
ORDER BY
  T1.q1 DESC
LIMIT 5"
1a537e0,formula_1::qid::847,847,formula_1,0,"SELECT
  T2.surname
FROM qualifying AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 19
ORDER BY
  T1.q2 ASC
LIMIT 1"
1a537e0,formula_1::qid::850,850,formula_1,0,"SELECT DISTINCT
  T2.name
FROM circuits AS T1
INNER JOIN races AS T2
  ON T2.circuitID = T1.circuitId
WHERE
  T1.country = 'Germany'"
1a537e0,formula_1::qid::854,854,formula_1,0,"SELECT DISTINCT
  T1.lat,
  T1.lng
FROM circuits AS T1
INNER JOIN races AS T2
  ON T2.circuitID = T1.circuitId
WHERE
  T2.name = 'Australian Grand Prix'"
1a537e0,formula_1::qid::857,857,formula_1,0,"SELECT DISTINCT
  T1.lat,
  T1.lng
FROM circuits AS T1
INNER JOIN races AS T2
  ON T2.circuitID = T1.circuitId
WHERE
  T2.name = 'Abu Dhabi Grand Prix'"
1a537e0,formula_1::qid::859,859,formula_1,0,"SELECT
  T1.q1
FROM qualifying AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 354 AND T2.forename = 'Bruno' AND T2.surname = 'Senna'"
1a537e0,formula_1::qid::861,861,formula_1,0,"SELECT
  T2.number
FROM qualifying AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 903 AND T1.q3 LIKE '1:54%'"
1a537e0,formula_1::qid::865,865,formula_1,0,"SELECT
  T1.forename,
  T1.surname
FROM drivers AS T1
INNER JOIN results AS T2
  ON T2.driverId = T1.driverId
WHERE
  T2.raceId = 592 AND NOT T2.time IS NULL AND NOT T1.dob IS NULL
ORDER BY
  T1.dob ASC
LIMIT 1"
1a537e0,formula_1::qid::866,866,formula_1,0,"SELECT DISTINCT
  T2.forename,
  T2.surname,
  T2.url
FROM lapTimes AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 161 AND T1.time LIKE '1:27%'"
1a537e0,formula_1::qid::868,868,formula_1,0,"SELECT DISTINCT
  T1.lat,
  T1.lng
FROM circuits AS T1
INNER JOIN races AS T2
  ON T2.circuitID = T1.circuitId
WHERE
  T2.name = 'Malaysian Grand Prix'"
1a537e0,formula_1::qid::869,869,formula_1,0,"SELECT
  T2.url
FROM constructorResults AS T1
INNER JOIN constructors AS T2
  ON T2.constructorId = T1.constructorId
WHERE
  T1.raceId = 9
ORDER BY
  T1.points DESC
LIMIT 1"
1a537e0,formula_1::qid::872,872,formula_1,0,"SELECT
  T2.code
FROM qualifying AS T1
INNER JOIN drivers AS T2
  ON T2.driverId = T1.driverId
WHERE
  T1.raceId = 45 AND T1.q3 LIKE '1:33%'"
1a537e0,formula_1::qid::875,875,formula_1,0,"SELECT
  T2.url
FROM races AS T1
INNER JOIN seasons AS T2
  ON T2.year = T1.year
WHERE
  T1.raceId = 901"
1a537e0,formula_1::qid::877,877,formula_1,0,"SELECT
  T1.forename,
  T1.surname
FROM drivers AS T1
INNER JOIN results AS T2
  ON T2.driverId = T1.driverId
WHERE
  T2.raceId = 872 AND NOT T2.time IS NULL
ORDER BY
  T1.dob DESC
LIMIT 1"
