question_id,db_id,sql,difficulty,runtime_s
1486,debit_card_specializing,"SELECT
  SUM(Currency = 'CZK') - SUM(Currency = 'EUR')
FROM customers
WHERE
  Segment = 'SME'",simple,0.00304187799997635
1490,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN T2.Consumption > 46.73 THEN 1 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T1.CustomerID)
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Segment = 'LAM'",moderate,0.030255915999987337
1493,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN Consumption > 528.3 THEN 1 ELSE 0 END) AS DOUBLE) * 100 / COUNT(CustomerID)
FROM yearmonth
WHERE
  Date = '201202'",simple,0.008517444999824875
1498,debit_card_specializing,"SELECT
  SUM(Consumption)
FROM yearmonth
WHERE
  SUBSTR(Date, 1, 4) = '2012'
GROUP BY
  SUBSTR(Date, 5, 2)
ORDER BY
  SUM(Consumption) DESC
LIMIT 1",simple,0.08329195100009201
1500,debit_card_specializing,"SELECT
  T3.Description
FROM transactions_1k AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
INNER JOIN products AS T3
  ON T1.ProductID = T3.ProductID
WHERE
  T2.Date = '201309'",simple,0.0011091940000369505
1501,debit_card_specializing,"SELECT DISTINCT
  T2.Country
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN yearmonth AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T3.Date = '201306'",moderate,0.000834246000067651
1505,debit_card_specializing,"SELECT
  COUNT(*)
FROM yearmonth AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T2.Currency = 'EUR' AND T1.Consumption > 1000.00",simple,0.027944664999949964
1506,debit_card_specializing,"SELECT DISTINCT
  T3.Description
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN products AS T3
  ON T1.ProductID = T3.ProductID
WHERE
  T2.Country = 'CZE'",moderate,0.0004825880000680627
1507,debit_card_specializing,"SELECT DISTINCT
  T1.Time
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T2.ChainID = 11",simple,0.00020506800001385272
1514,debit_card_specializing,"SELECT DISTINCT
  T3.Currency
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN customers AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T1.Date = '2012-08-24' AND T1.Time = '16:25:00'",simple,0.00015456199980690144
1515,debit_card_specializing,"SELECT
  T2.Segment
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.date = '2012-08-23' AND T1.time = '21:20:00'",simple,0.00010805200008690008
1521,debit_card_specializing,"SELECT
  COUNT(T1.TransactionID)
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-26'
  AND T1.Time BETWEEN '08:00:00' AND '09:00:00'
  AND T2.Country = 'CZE'",moderate,0.00012321799999881478
1524,debit_card_specializing,"SELECT
  T2.Country
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-24' AND  T1.Price = 548.4",simple,0.00011522899990268343
1525,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T1.CustomerID)
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Date = '2012-08-25'",simple,0.0003556159999789088
1526,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN SUBSTR(Date, 1, 4) = '2012' THEN Consumption ELSE 0 END) - SUM(CASE WHEN SUBSTR(Date, 1, 4) = '2013' THEN Consumption ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN SUBSTR(Date, 1, 4) = '2012' THEN Consumption ELSE 0 END)
FROM yearmonth
WHERE
  CustomerID = (
    SELECT
      T1.CustomerID
    FROM transactions_1k AS T1
    INNER JOIN gasstations AS T2
      ON T1.GasStationID = T2.GasStationID
    WHERE
      T1.Date = '2012-08-25' AND T1.Price  = 1513.12   )",challenging,0.014614483000059408
1528,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN Country = 'SVK' AND Segment = 'Premium' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN Country = 'SVK' THEN 1 ELSE 0 END)
FROM gasstations",simple,0.0004941669999425358
1529,debit_card_specializing,"SELECT
  SUM(T1.Price ),
  SUM(CASE WHEN T3.Date = '201201' THEN T1.Price ELSE 0 END)
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN yearmonth AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T1.CustomerID = '38508'",moderate,0.019675272000085897
1531,debit_card_specializing,"SELECT
  T2.CustomerID,
  SUM(T2.Price / T2.Amount),
  T1.Currency
FROM customers AS T1
INNER JOIN transactions_1k AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T2.CustomerID = (
    SELECT
      CustomerID
    FROM yearmonth
    ORDER BY
      Consumption DESC
    LIMIT 1
  )
GROUP BY
  T2.CustomerID,
  T1.Currency",moderate,0.028053036000073917
1533,debit_card_specializing,"SELECT
  T2.Consumption
FROM transactions_1k AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Price / T1.Amount > 29.00
  AND T1.ProductID = 5
  AND T2.Date = '201208'",moderate,0.00012866999986727023
1312,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Angela' AND T1.last_name = 'Sanders'",simple,2.7842000008604373e-05
1317,student_club,"SELECT
  COUNT(T1.event_id)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T2.link_to_member = T3.member_id
WHERE
  T1.event_name = 'Women''s Soccer' AND T3.t_shirt_size = 'Medium'",moderate,0.00019864800015056971
1322,student_club,SELECT COUNT(DISTINCT T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.type = 'Meeting' GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 10,moderate,7.343199990827998e-05
1323,student_club,SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 20 AND NOT EXISTS (SELECT 1 FROM event AS E WHERE E.event_id = T1.event_id AND E.type = 'Fundraiser'),moderate,0.0001052279999385064
1331,student_club,"SELECT
  T2.amount
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Vice President'",simple,3.510500005177164e-05
1334,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN zip_code AS T2
  ON T1.zip = T2.zip_code
WHERE
  T2.state = 'Illinois'",simple,6.56090001029952e-05
1338,student_club,"SELECT
  T3.approved
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'October Meeting' AND T1.event_date LIKE '2019-10-08%'",moderate,5.864299987479171e-05
1339,student_club,"SELECT
  AVG(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.last_name = 'Allen'
  AND T1.first_name = 'Elijah'
  AND (
    SUBSTR(T2.expense_date, 6, 2) = '09'
    OR SUBSTR(T2.expense_date, 6, 2) = '10'
  )",challenging,4.654600002140796e-05
1340,student_club,"SELECT
  SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2019' THEN T2.spent ELSE 0 END) - SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2020' THEN T2.spent ELSE 0 END) AS num
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event",moderate,6.640800006607606e-05
1344,student_club,"SELECT
  notes
FROM income
WHERE
  source = 'Fundraising' AND date_received = '2019-09-14'",simple,1.8646000171429478e-05
1346,student_club,"SELECT
  phone
FROM member
WHERE
  first_name = 'Carlo' AND last_name = 'Jacobs'",simple,1.8583999917609617e-05
1350,student_club,"SELECT
  T1.event_status
FROM budget AS T1
INNER JOIN expense AS T2
  ON T1.budget_id = T2.link_to_budget
WHERE
  T2.expense_description = 'Post Cards, Posters'
  AND T2.expense_date = '2019-08-20'",moderate,2.6445999992574798e-05
1351,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Brent' AND T1.last_name = 'Thomason'",simple,2.5902000061250874e-05
1352,student_club,"SELECT
  COUNT(T1.member_id)
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.major_name = 'Business' AND T1.t_shirt_size = 'Medium'",moderate,4.6464999968520715e-05
1356,student_club,"SELECT
  T2.department
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.position = 'President'",simple,2.5182999934258987e-05
1357,student_club,"SELECT
  T2.date_received
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Connor'
  AND T1.last_name = 'Hilton'
  AND T2.source = 'Dues'",simple,4.220599998916441e-05
1359,student_club,"SELECT
  CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END)
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement' AND T2.type = 'Meeting'",challenging,4.543000000012398e-05
1361,student_club,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_description = 'Pizza'",simple,2.033400005529984e-05
1362,student_club,"SELECT
  COUNT(city)
FROM zip_code
WHERE
  county = 'Orange County' AND state = 'Virginia'",simple,0.002551678999907381
1368,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.phone = '809-555-3360'",simple,2.6484000045456924e-05
1371,student_club,"SELECT
  COUNT(T2.link_to_member)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.event_name = 'Women''s Soccer'",simple,3.0864999871482723e-05
1375,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.department = 'School of Applied Sciences, Technology and Education'",moderate,5.297699999573524e-05
1376,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T2.status = 'Closed'
ORDER BY
  T1.spent / T1.amount DESC
LIMIT 1",moderate,5.0887000043076114e-05
1378,student_club,"SELECT
  MAX(spent)
FROM budget",simple,2.0749999976032996e-05
1380,student_club,SELECT SUM(spent) FROM budget WHERE category = 'Food',simple,2.1810999896842986e-05
1381,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
GROUP BY
  T2.link_to_member
HAVING
  COUNT(T2.link_to_event) > 7",moderate,0.00023461899991161772
1387,student_club,"SELECT
  T4.first_name,
  T4.last_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
INNER JOIN member AS T4
  ON T3.link_to_member = T4.member_id
WHERE
  T1.event_name = 'Yearly Kickoff'",moderate,6.318999999166408e-05
1389,student_club,"SELECT
  T1.event_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
ORDER BY
  T3.cost
LIMIT 1",simple,5.3667999964090995e-05
1390,student_club,"SELECT
  CAST(SUM(CASE WHEN T1.event_name = 'Yearly Kickoff' THEN T3.cost ELSE 0 END) AS DOUBLE) * 100 / SUM(T3.cost)
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget",moderate,5.6961999916893546e-05
1392,student_club,"SELECT
  source
FROM income
WHERE
  date_received BETWEEN '2019-09-01' AND '2019-09-30'
ORDER BY
  source DESC
LIMIT 1",simple,2.724800015130313e-05
1394,student_club,"SELECT
  COUNT(T2.member_id)
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T1.major_name = 'Physics Teaching'",simple,4.2672999825299485e-05
1398,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement'
ORDER BY
  T1.spent DESC
LIMIT 1",moderate,4.035999995721795e-05
1399,student_club,"SELECT
  CASE WHEN T3.event_name = 'Women''s Soccer' THEN 'YES' END AS result
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
INNER JOIN event AS T3
  ON T2.link_to_event = T3.event_id
WHERE
  T1.first_name = 'Maya' AND T1.last_name = 'Mclean'",moderate,0.0001234270000622928
1401,student_club,"SELECT
  T3.cost
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'September Speaker'
  AND T3.expense_description = 'Posters'",moderate,3.605299980335985e-05
1403,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T2.event_id = T1.link_to_event
WHERE
  T1.event_status = 'Closed' AND T1.remaining < 0
ORDER BY
  T1.remaining
LIMIT 1",moderate,3.69500000942935e-05
1404,student_club,"SELECT T1.type, SUM(T3.cost) AS total_cost FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'October Meeting' GROUP BY T1.type",moderate,5.6730000096649746e-05
1405,student_club,"SELECT T2.category, SUM(T2.amount) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'April Speaker' GROUP BY T2.category ORDER BY SUM(T2.amount) ASC",moderate,5.773299994871195e-05
1409,student_club,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_date = '2019-08-20'",simple,1.9202999965273193e-05
1410,student_club,"SELECT
  T1.first_name,
  T1.last_name,
  SUM(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.member_id = 'rec4BLdZHS2Blfp4v'",simple,2.964500004054571e-05
1411,student_club,"SELECT
  T2.expense_description
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Sacha' AND T1.last_name = 'Harrison'",simple,3.586899993024417e-05
1422,student_club,"SELECT DISTINCT
  T2.category
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215'",simple,5.899400002817856e-05
1426,student_club,"SELECT
  T2.last_name,
  T1.department,
  T1.college
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T2.position = 'Member' AND T1.major_name = 'Environmental Engineering'",moderate,4.594100005306245e-05
1427,student_club,"SELECT DISTINCT
  T2.category,
  T1.type
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'",moderate,5.405900014920917e-05
1432,student_club,"SELECT
  CAST(SUM(CASE WHEN T2.amount = 50 THEN 1.0 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T2.income_id)
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Member' AND T1.t_shirt_size = 'Medium'",moderate,3.999699993073591e-05
1435,student_club,"SELECT DISTINCT
  event_name
FROM event
WHERE
  type = 'Game'
  AND DATE(SUBSTR(event_date, 1, 10)) BETWEEN '2019-03-15' AND '2020-03-20'
  AND status = 'Closed'",moderate,3.711699991981732e-05
1457,student_club,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T3.phone
FROM expense AS T1
INNER JOIN budget AS T2
  ON T1.link_to_budget = T2.budget_id
INNER JOIN member AS T3
  ON T3.member_id = T1.link_to_member
WHERE
  T1.cost > (
    SELECT
      AVG(T1.cost)
    FROM expense AS T1
    INNER JOIN budget AS T2
      ON T1.link_to_budget = T2.budget_id
    INNER JOIN member AS T3
      ON T3.member_id = T1.link_to_member
  )",challenging,6.475999998656334e-05
1460,student_club,"SELECT
  T2.first_name,
  T2.last_name,
  T1.cost
FROM expense AS T1
INNER JOIN member AS T2
  ON T1.link_to_member = T2.member_id
WHERE
  T1.expense_description = 'Water, Veggie tray, supplies'",challenging,2.6231999981973786e-05
1464,student_club,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T4.amount
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T3.member_id = T2.link_to_member
INNER JOIN income AS T4
  ON T4.link_to_member = T3.member_id
WHERE
  T4.date_received = '2019-09-09'",challenging,0.000304335999999239
1149,thrombosis_prediction,"SELECT
  CAST(SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN Admission = '-' THEN 1 ELSE 0 END)
FROM Patient
WHERE
  SEX = 'M'",moderate,0.00010332300007576123
1152,thrombosis_prediction,"SELECT
  SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) / SUM(CASE WHEN Admission = '-' THEN 1 ELSE 0 END)
FROM Patient
WHERE
  Diagnosis = 'SLE'",moderate,0.00013796700000057172
1153,thrombosis_prediction,"SELECT
  T1.Diagnosis,
  T2.Date
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.ID = 30609",simple,6.318800001281488e-05
1155,thrombosis_prediction,"SELECT DISTINCT
  T1.ID,
  T1.SEX,
  T1.Birthday
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.LDH > 500",simple,0.0013748600001690647
1157,thrombosis_prediction,"SELECT DISTINCT
  T1.ID,
  T1.SEX,
  T1.Diagnosis
FROM Patient AS T1
INNER JOIN Examination AS T2
  ON T1.ID = T2.ID
WHERE
  T2.Thrombosis = 2",simple,4.002700006822124e-05
1166,thrombosis_prediction,"SELECT
  T2.Symptoms,
  T1.Diagnosis
FROM Patient AS T1
INNER JOIN Examination AS T2
  ON T1.ID = T2.ID
WHERE
  NOT T2.Symptoms IS NULL
ORDER BY
  T1.Birthday DESC
LIMIT 1",simple,4.142200009482622e-05
1169,thrombosis_prediction,"SELECT
  CAST(SUM(CASE WHEN T2.UA <= 8.0 AND T1.SEX = 'M' THEN 1 ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN T2.UA <= 6.5 AND T1.SEX = 'F' THEN 1 ELSE 0 END)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID",challenging,0.0024292729999615403
1187,thrombosis_prediction,"SELECT DISTINCT
  ID
FROM Laboratory
WHERE
  Date BETWEEN '1987-07-06' AND '1996-01-31' AND GPT > 30 AND ALB < 4",moderate,0.0021272569999837287
1195,thrombosis_prediction,"SELECT
  AVG(T2.ALB)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.PLT > 400 AND T1.Diagnosis = 'SLE' AND T1.SEX = 'F'",moderate,0.0007381089999398682
1198,thrombosis_prediction,"SELECT
  COUNT(ID)
FROM Patient
WHERE
  SEX = 'F' AND Diagnosis = 'APS'",simple,0.000116126999955668
1205,thrombosis_prediction,"SELECT
  CASE
    WHEN (
      T1.SEX = 'F' AND T2.UA > 6.5
    )
    OR (
      T1.SEX = 'M' AND T2.UA > 8.0
    )
    THEN TRUE
    ELSE FALSE
  END
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.ID = 57266",moderate,6.256500000745291e-05
1208,thrombosis_prediction,"SELECT DISTINCT
  T1.ID
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.SEX = 'M' AND T2.GPT >= 60",moderate,0.0005466280001655832
1209,thrombosis_prediction,"SELECT T1.Diagnosis
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.GPT > 60
ORDER BY
  T1.Birthday ASC",moderate,0.0015010319998509658
1220,thrombosis_prediction,"SELECT DISTINCT
  T1.ID,
  T1.SEX,
  T1.Birthday
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T2.UN = 29",simple,0.0010998239999935322
1238,thrombosis_prediction,"SELECT
  T1.ID,
  T1.SEX
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID
WHERE
  T1.Diagnosis = 'SLE' AND T2.HGB > 10 AND T2.HGB < 17
ORDER BY
  T1.Birthday ASC
LIMIT 1",moderate,0.000910102999796436
1241,thrombosis_prediction,"SELECT
  SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END)
FROM Patient AS T1
INNER JOIN Laboratory AS T2
  ON T1.ID = T2.ID",challenging,0.002302955999994083
